REF_DATE,Institution,Rank,total_teaching_staff,teaching_staff_excluded,average_salary,median_salary,tenth_percentile_salaries,nintyth_percentile_salaries
2019/2020,University of Guelph,Females,315,6,150275,150850,109200,188600
2019/2020,University of Guelph,Full professor,285,12,180225,181300,156400,205050
2019/2020,University of Guelph,Full professor - With senior administrative duties,36,9,193425,191950,171800,215800
2019/2020,University of Guelph,Full professor - Without senior administrative duties,252,-Inf,178400,179175,155525,203575
2019/2020,University of Guelph,Males,504,-Inf,158525,161250,110575,196175
2019/2020,University of Guelph,Visiting Staff,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2019/2020,University of Lethbridge,All ranks combined (including deans),420,15,128575,123375,84700,174875
2019/2020,University of Lethbridge,Assistant professor,63,6,102800,95400,77675,131900
2019/2020,University of Lethbridge,Associate professor,153,-Inf,128900,125675,100675,164125
2019/2020,University of Lethbridge,Associate professor - With senior administrative duties,6,-Inf,151425,-Inf,-Inf,-Inf
2019/2020,University of Lethbridge,Associate professor - Without senior administrative duties,144,-Inf,127800,125025,99900,162850
2019/2020,University of Lethbridge,Females,168,9,120250,119150,80425,159100
2019/2020,University of Lethbridge,Full professor,99,6,167800,155675,131225,219175
2019/2020,University of Lethbridge,Full professor - With senior administrative duties,-Inf,6,-Inf,-Inf,-Inf,-Inf
2019/2020,University of Lethbridge,Full professor - Without senior administrative duties,99,-Inf,168075,155675,131125,219675
2019/2020,University of Lethbridge,Males,252,-Inf,134125,126600,89100,188775
2019/2020,University of Lethbridge,Other (not elsewhere classified),-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2019/2020,University of Lethbridge,Rank or level below assistant professor,102,6,101100,102950,75425,126600
2019/2020,University of Manitoba - Excluding medical and dental,All ranks combined (including deans),846,15,131075,130300,91975,162850
2019/2020,University of Manitoba - Excluding medical and dental,Assistant professor,192,-Inf,98375,94100,84625,116825
2019/2020,University of Manitoba - Excluding medical and dental,Associate professor,303,12,122300,121175,105450,133575
2019/2020,University of Manitoba - Excluding medical and dental,Associate professor - With senior administrative duties,33,-Inf,134725,131400,119725,164225
2019/2020,University of Manitoba - Excluding medical and dental,Associate professor - Without senior administrative duties,270,12,120775,120450,104825,132925
2019/2020,University of Manitoba - Excluding medical and dental,Females,324,6,124725,121850,90300,160400
2019/2020,University of Manitoba - Excluding medical and dental,Full professor,324,18,153025,153625,132925,164950
2019/2020,University of Manitoba - Excluding medical and dental,Full professor - With senior administrative duties,54,18,154850,153625,135775,171825
2019/2020,University of Manitoba - Excluding medical and dental,Full professor - Without senior administrative duties,273,-Inf,152675,153700,132125,164450
2019/2020,University of Manitoba - Excluding medical and dental,Males,519,6,135125,132925,94200,163475
2019/2020,University of Manitoba - Excluding medical and dental,Rank or level below assistant professor,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2019/2020,University of Manitoba - Excluding medical and dental,Sex unknown/other,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2019/2020,University of Manitoba - Including medical and dental,All ranks combined (including deans),1146,15,136325,130400,93450,164825
2019/2020,University of Manitoba - Including medical and dental,Assistant professor,303,-Inf,111825,98650,85000,137325
2019/2020,University of Manitoba - Including medical and dental,Associate professor,384,15,125825,121300,104425,139450
2019/2020,University of Manitoba - Including medical and dental,Associate professor - With senior administrative duties,39,6,143550,131950,116175,168700
2019/2020,University of Manitoba - Including medical and dental,Associate professor - Without senior administrative duties,348,12,123950,120475,104075,134200
2019/2020,University of Manitoba - Including medical and dental,Females,441,6,127875,120600,91000,161975
2019/2020,University of Manitoba - Including medical and dental,Full professor,429,21,157750,156125,133075,170325
2019/2020,University of Manitoba - Including medical and dental,Full professor - With senior administrative duties,72,21,159350,157400,139875,176575
2019/2020,University of Manitoba - Including medical and dental,Full professor - Without senior administrative duties,360,-Inf,157425,156000,131625,165300
2019/2020,University of Manitoba - Including medical and dental,Males,702,6,141725,133625,95500,165350
2019/2020,University of Manitoba - Including medical and dental,Rank or level below assistant professor,6,-Inf,78075,-Inf,-Inf,-Inf
2019/2020,University of Manitoba - Including medical and dental,Sex unknown/other,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2019/2020,University of New Brunswick,All ranks combined (including deans),561,-Inf,137975,140050,97575,175625
2019/2020,University of New Brunswick,Assistant professor,63,-Inf,105050,104475,95575,117475
2019/2020,University of New Brunswick,Associate professor,144,-Inf,128275,127500,107425,146575
2019/2020,University of New Brunswick,Associate professor - With senior administrative duties,15,-Inf,142550,148500,118950,160900
2019/2020,University of New Brunswick,Associate professor - Without senior administrative duties,129,-Inf,126500,125225,104475,146575
2019/2020,University of New Brunswick,Females,228,-Inf,128525,128175,92625,164825
2019/2020,University of New Brunswick,Full professor,219,15,163450,165500,140650,175625
2019/2020,University of New Brunswick,Full professor - With senior administrative duties,45,15,168300,172250,144350,185900
2019/2020,University of New Brunswick,Full professor - Without senior administrative duties,174,-Inf,162175,164350,140050,175625
2019/2020,University of New Brunswick,Males,333,-Inf,144525,146575,104475,175625
2019/2020,University of New Brunswick,Other (not elsewhere classified),15,-Inf,99250,98550,89650,115150
2019/2020,University of New Brunswick,Rank or level below assistant professor,102,-Inf,115225,113950,85800,146575
2019/2020,University of Northern British Columbia,All ranks combined (including deans),189,-Inf,104950,106775,76500,127850
2019/2020,University of Northern British Columbia,Assistant professor,48,-Inf,83650,82525,75900,92500
2019/2020,University of Northern British Columbia,Associate professor,54,-Inf,104750,105925,95800,115325
2019/2020,University of Northern British Columbia,Associate professor - With senior administrative duties,9,-Inf,109475,-Inf,-Inf,-Inf
2019/2020,University of Northern British Columbia,Associate professor - Without senior administrative duties,45,-Inf,103800,103600,94700,115325
2019/2020,University of Northern British Columbia,Females,78,-Inf,101275,100650,74350,128075
2019/2020,University of Northern British Columbia,Full professor,69,-Inf,123975,121450,113575,137075
2019/2020,University of Northern British Columbia,Full professor - With senior administrative duties,9,-Inf,131775,128800,116175,167625
2019/2020,University of Northern British Columbia,Full professor - Without senior administrative duties,60,-Inf,122700,120100,112275,136350
2019/2020,University of Northern British Columbia,Males,111,-Inf,107500,113575,76850,128450
2019/2020,University of Northern British Columbia,Rank or level below assistant professor,15,-Inf,70075,70350,59850,75900
2019/2020,University of Ontario Institute of Technology,All ranks combined (including deans),306,9,135925,132050,89375,187925
2019/2020,University of Ontario Institute of Technology,Assistant professor,51,-Inf,120625,120100,104075,138100
2019/2020,University of Ontario Institute of Technology,Associate professor,102,-Inf,148625,142900,126325,173550
2019/2020,University of Ontario Institute of Technology,Associate professor - With senior administrative duties,21,-Inf,152450,151750,133225,169750
2019/2020,University of Ontario Institute of Technology,Associate professor - Without senior administrative duties,81,-Inf,147650,142775,125550,173925
2019/2020,University of Ontario Institute of Technology,Females,126,9,125650,123750,86225,165650
2019/2020,University of Ontario Institute of Technology,Full professor,48,9,180100,178475,159200,205750
2019/2020,University of Ontario Institute of Technology,Full professor - With senior administrative duties,9,9,177200,175825,153950,213775
2019/2020,University of Ontario Institute of Technology,Full professor - Without senior administrative duties,39,-Inf,180950,178725,159150,206750
2019/2020,University of Ontario Institute of Technology,Males,180,-Inf,143075,138250,91450,196100
2019/2020,University of Ontario Institute of Technology,Rank or level below assistant professor,90,9,96350,95400,67000,117950
2019/2020,University of Ontario Institute of Technology,Visiting Staff,-Inf,9,-Inf,-Inf,-Inf,-Inf
2019/2020,University of Ottawa - Excluding medical and dental,All ranks combined (including deans),1125,36,163275,163600,122100,197450
2019/2020,University of Ottawa - Excluding medical and dental,Assistant professor,195,6,125700,123450,102125,149950
2019/2020,University of Ottawa - Excluding medical and dental,Associate professor,435,6,153500,155325,137275,163600
2019/2020,University of Ottawa - Excluding medical and dental,Associate professor - With senior administrative duties,9,-Inf,168425,-Inf,-Inf,-Inf
2019/2020,University of Ottawa - Excluding medical and dental,Associate professor - Without senior administrative duties,426,6,153225,155125,137200,163600
2019/2020,University of Ottawa - Excluding medical and dental,Females,468,18,158250,161050,117975,197450
2019/2020,University of Ottawa - Excluding medical and dental,Full professor,474,9,187875,190675,166250,202450
2019/2020,University of Ottawa - Excluding medical and dental,Full professor - With senior administrative duties,30,6,200275,198550,167750,227450
2019/2020,University of Ottawa - Excluding medical and dental,Full professor - Without senior administrative duties,444,-Inf,187075,188700,166050,197450
2019/2020,University of Ottawa - Excluding medical and dental,Males,657,18,166875,163600,124450,197450
2019/2020,University of Ottawa - Excluding medical and dental,Other (not elsewhere classified),6,21,123875,-Inf,-Inf,-Inf
2019/2020,University of Ottawa - Excluding medical and dental,Rank or level below assistant professor,6,-Inf,87325,-Inf,-Inf,-Inf
2019/2020,University of Ottawa - Excluding medical and dental,Visiting Staff,-Inf,21,-Inf,-Inf,-Inf,-Inf
2019/2020,University of Ottawa - Including medical and dental,All ranks combined (including deans),1251,36,162650,163600,118700,197450
2019/2020,University of Ottawa - Including medical and dental,Assistant professor,234,6,124350,123025,102375,148925
2019/2020,University of Ottawa - Including medical and dental,Associate professor,468,6,153450,155625,137225,163600
2019/2020,University of Ottawa - Including medical and dental,Associate professor - With senior administrative duties,9,-Inf,170550,-Inf,-Inf,-Inf
2019/2020,University of Ottawa - Including medical and dental,Associate professor - Without senior administrative duties,459,6,153100,155525,137150,163600
2019/2020,University of Ottawa - Including medical and dental,Females,510,18,157500,160275,117200,197450
2019/2020,University of Ottawa - Including medical and dental,Full professor,525,9,187550,192300,165800,208775
2019/2020,University of Ottawa - Including medical and dental,Full professor - With senior administrative duties,36,6,206425,206825,171725,234600
2019/2020,University of Ottawa - Including medical and dental,Full professor - Without senior administrative duties,489,-Inf,186175,190775,165625,198675
2019/2020,University of Ottawa - Including medical and dental,Males,744,18,166200,163600,121100,197450
2019/2020,University of Ottawa - Including medical and dental,Other (not elsewhere classified),9,21,124775,-Inf,-Inf,-Inf
2019/2020,University of Ottawa - Including medical and dental,Rank or level below assistant professor,6,-Inf,87325,-Inf,-Inf,-Inf
2019/2020,University of Ottawa - Including medical and dental,Visiting Staff,-Inf,21,-Inf,-Inf,-Inf,-Inf
2019/2020,University of Prince Edward Island,All ranks combined (including deans),243,6,134700,136275,96725,171925
2019/2020,University of Prince Edward Island,Assistant professor,66,-Inf,105325,103700,89725,128650
2019/2020,University of Prince Edward Island,Associate professor,90,-Inf,132550,136275,110950,152125
2019/2020,University of Prince Edward Island,Associate professor - With senior administrative duties,12,-Inf,138575,137875,112200,174475
2019/2020,University of Prince Edward Island,Associate professor - Without senior administrative duties,78,-Inf,131625,135700,110950,148375
2019/2020,University of Prince Edward Island,Females,99,-Inf,126725,127900,93225,161925
2019/2020,University of Prince Edward Island,Full professor,69,6,163725,158700,144050,189725
2019/2020,University of Prince Edward Island,Full professor - With senior administrative duties,12,6,168375,160300,140950,219675
2019/2020,University of Prince Edward Island,Full professor - Without senior administrative duties,57,-Inf,162875,158700,145600,187450
2019/2020,University of Prince Edward Island,Males,144,-Inf,140225,136875,96825,180525
2019/2020,University of Prince Edward Island,Rank or level below assistant professor,6,-Inf,93375,-Inf,-Inf,-Inf
2019/2020,University of Regina,All ranks combined (including deans),486,3,129425,125825,92600,170400
2019/2020,University of Regina,Assistant professor,78,-Inf,105550,102650,91050,123800
2019/2020,University of Regina,Associate professor,150,6,131800,132275,111550,148325
2019/2020,University of Regina,Associate professor - With senior administrative duties,33,-Inf,141575,138200,117575,167875
2019/2020,University of Regina,Associate professor - Without senior administrative duties,114,-Inf,128900,129925,111550,146750
2019/2020,University of Regina,Females,213,-Inf,121375,114225,91050,157675
2019/2020,University of Regina,Full professor,126,9,162025,161000,138475,185200
2019/2020,University of Regina,Full professor - With senior administrative duties,27,9,170650,172575,152350,186650
2019/2020,University of Regina,Full professor - Without senior administrative duties,102,-Inf,159800,158625,137850,181375
2019/2020,University of Regina,Males,273,3,135700,135925,93950,179950
2019/2020,University of Regina,Other (not elsewhere classified),30,-Inf,98125,96700,74725,118050
2019/2020,University of Regina,Rank or level below assistant professor,93,6,100925,101700,86750,115100
2019/2020,University of Saskatchewan - Excluding medical and dental,All ranks combined (including deans),858,30,158300,159375,105400,209050
2019/2020,University of Saskatchewan - Excluding medical and dental,Assistant professor,198,-Inf,119700,118100,103800,137150
2019/2020,University of Saskatchewan - Excluding medical and dental,Associate professor,228,6,153900,152125,132375,175725
2019/2020,University of Saskatchewan - Excluding medical and dental,Associate professor - With senior administrative duties,18,6,179425,180750,161800,200650
2019/2020,University of Saskatchewan - Excluding medical and dental,Associate professor - Without senior administrative duties,213,-Inf,151975,151000,131325,168775
2019/2020,University of Saskatchewan - Excluding medical and dental,Females,342,15,148400,146825,103550,197000
2019/2020,University of Saskatchewan - Excluding medical and dental,Full professor,360,27,191775,184600,164125,231025
2019/2020,University of Saskatchewan - Excluding medical and dental,Full professor - With senior administrative duties,45,15,200700,192025,172650,233600
2019/2020,University of Saskatchewan - Excluding medical and dental,Full professor - Without senior administrative duties,312,9,190475,183175,164125,231175
2019/2020,University of Saskatchewan - Excluding medical and dental,Males,513,15,164975,165025,111350,218625
2019/2020,University of Saskatchewan - Excluding medical and dental,Other (not elsewhere classified),-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2019/2020,University of Saskatchewan - Excluding medical and dental,Rank or level below assistant professor,63,-Inf,96600,99475,82800,108750
2019/2020,University of Saskatchewan - Excluding medical and dental,Sex unknown/other,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2019/2020,University of Saskatchewan - Including medical and dental,All ranks combined (including deans),984,45,158550,157775,106975,210625
2019/2020,University of Saskatchewan - Including medical and dental,Assistant professor,246,9,120775,119675,103800,138925
2019/2020,University of Saskatchewan - Including medical and dental,Associate professor,255,9,153925,151425,132325,175750
2019/2020,University of Saskatchewan - Including medical and dental,Associate professor - With senior administrative duties,18,6,180800,180900,162125,202275
2019/2020,University of Saskatchewan - Including medical and dental,Associate professor - Without senior administrative duties,240,-Inf,152025,150500,131225,168550
2019/2020,University of Saskatchewan - Including medical and dental,Females,390,24,149000,146575,103800,197825
2019/2020,University of Saskatchewan - Including medical and dental,Full professor,402,33,193000,186650,164450,231225
2019/2020,University of Saskatchewan - Including medical and dental,Full professor - With senior administrative duties,54,21,203525,193600,177875,236575
2019/2020,University of Saskatchewan - Including medical and dental,Full professor - Without senior administrative duties,351,12,191400,183900,164125,230975
2019/2020,University of Saskatchewan - Including medical and dental,Males,591,21,164875,164125,113325,220275
2019/2020,University of Saskatchewan - Including medical and dental,Other (not elsewhere classified),-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2019/2020,University of Saskatchewan - Including medical and dental,Rank or level below assistant professor,66,-Inf,96275,97900,81575,108750
2019/2020,University of Saskatchewan - Including medical and dental,Sex unknown/other,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2019/2020,University of the Fraser Valley,All ranks combined (including deans),276,3,92675,93275,82050,93275
2019/2020,University of the Fraser Valley,Assistant professor,69,-Inf,87450,87375,78050,93275
2019/2020,University of the Fraser Valley,Associate professor,180,6,93775,93275,93275,93275
2019/2020,University of the Fraser Valley,Associate professor - With senior administrative duties,18,-Inf,98475,93275,93275,113100
2019/2020,University of the Fraser Valley,Associate professor - Without senior administrative duties,159,-Inf,93200,93275,93275,93275
2019/2020,University of the Fraser Valley,Females,150,-Inf,93000,93275,81375,93275
2019/2020,University of the Fraser Valley,Full professor,9,-Inf,93275,-Inf,-Inf,-Inf
2019/2020,University of the Fraser Valley,Full professor - With senior administrative duties,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2019/2020,University of the Fraser Valley,Full professor - Without senior administrative duties,9,-Inf,93275,-Inf,-Inf,-Inf
2019/2020,University of the Fraser Valley,Males,126,-Inf,92300,93275,87375,93275
2019/2020,University of the Fraser Valley,Rank or level below assistant professor,12,-Inf,82525,82050,82050,85975
2019/2020,University of Toronto - Excluding medical and dental,All ranks combined (including deans),2574,24,175825,172550,114000,243150
2019/2020,University of Toronto - Excluding medical and dental,Assistant professor,531,9,133750,124675,105575,176425
2019/2020,University of Toronto - Excluding medical and dental,Associate professor,615,6,171625,167025,139500,204525
2019/2020,University of Toronto - Excluding medical and dental,Associate professor - With senior administrative duties,42,-Inf,190625,190525,152450,223775
2019/2020,University of Toronto - Excluding medical and dental,Associate professor - Without senior administrative duties,573,3,170200,165325,138500,200125
2019/2020,University of Toronto - Excluding medical and dental,Females,1038,12,163800,159625,111425,219775
2019/2020,University of Toronto - Excluding medical and dental,Full professor,954,30,219950,208525,180050,274850
2019/2020,University of Toronto - Excluding medical and dental,Full professor - With senior administrative duties,102,24,236050,223825,190000,293500
2019/2020,University of Toronto - Excluding medical and dental,Full professor - Without senior administrative duties,855,6,218050,207125,178525,272475
2019/2020,University of Toronto - Excluding medical and dental,Males,1527,9,184250,180125,118200,254375
2019/2020,University of Toronto - Excluding medical and dental,Rank or level below assistant professor,450,6,133050,133450,99525,163625
2019/2020,University of Toronto - Excluding medical and dental,Sex unknown/other,6,-Inf,123750,-Inf,-Inf,-Inf
2019/2020,University of Toronto - Including medical and dental,All ranks combined (including deans),2778,24,176550,173825,114775,243150
2019/2020,University of Toronto - Including medical and dental,Assistant professor,552,9,133900,125000,105950,174875
2019/2020,University of Toronto - Including medical and dental,Associate professor,672,6,171525,168050,139800,202675
2019/2020,University of Toronto - Including medical and dental,Associate professor - With senior administrative duties,42,-Inf,191175,192300,152900,222950
2019/2020,University of Toronto - Including medical and dental,Associate professor - Without senior administrative duties,630,3,170150,166675,139525,197400
2019/2020,University of Toronto - Including medical and dental,Females,1113,12,164250,160300,111475,219800
2019/2020,University of Toronto - Including medical and dental,Full professor,1056,30,219425,208375,180100,272425
2019/2020,University of Toronto - Including medical and dental,Full professor - With senior administrative duties,114,24,236100,224575,191125,289925
2019/2020,University of Toronto - Including medical and dental,Full professor - Without senior administrative duties,942,6,217400,206775,178725,271100
2019/2020,University of Toronto - Including medical and dental,Males,1656,9,185050,181025,119975,254400
2019/2020,University of Toronto - Including medical and dental,Rank or level below assistant professor,471,6,133075,133050,99850,163425
2019/2020,University of Toronto - Including medical and dental,Sex unknown/other,9,-Inf,126250,-Inf,-Inf,-Inf
2019/2020,University of Victoria,All ranks combined (including deans),741,-Inf,140650,136400,102025,182825
2019/2020,University of Victoria,Assistant professor,123,-Inf,110650,107975,92775,133250
2019/2020,University of Victoria,Associate professor,234,-Inf,133325,129100,110950,161975
2019/2020,University of Victoria,Associate professor - With senior administrative duties,33,-Inf,143800,139850,121575,170350
2019/2020,University of Victoria,Associate professor - Without senior administrative duties,204,-Inf,131725,127200,110450,159325
2019/2020,University of Victoria,Females,324,-Inf,134500,131925,100300,171725
2019/2020,University of Victoria,Full professor,273,9,166625,162400,136600,199650
2019/2020,University of Victoria,Full professor - With senior administrative duties,42,9,178925,177850,148925,219175
2019/2020,University of Victoria,Full professor - Without senior administrative duties,234,-Inf,164500,161025,135325,198900
2019/2020,University of Victoria,Males,417,-Inf,145425,141900,104775,191175
2019/2020,University of Victoria,Other (not elsewhere classified),84,-Inf,115450,108550,90075,159950
2019/2020,University of Victoria,Rank or level below assistant professor,24,-Inf,126275,122925,101100,163875
2019/2020,University of Waterloo,All ranks combined (including deans),1365,18,160325,159975,105000,212175
2019/2020,University of Waterloo,Assistant professor,231,-Inf,120775,120250,93400,148925
2019/2020,University of Waterloo,Associate professor,411,6,159200,157250,129325,190075
2019/2020,University of Waterloo,Associate professor - With senior administrative duties,30,-Inf,182675,185400,156650,201975
2019/2020,University of Waterloo,Associate professor - Without senior administrative duties,381,6,157275,155525,128500,187400
2019/2020,University of Waterloo,Females,426,6,150250,145975,98725,205300
2019/2020,University of Waterloo,Full professor,480,15,198725,197700,170625,225150
2019/2020,University of Waterloo,Full professor - With senior administrative duties,66,6,215975,207725,179350,256075
2019/2020,University of Waterloo,Full professor - Without senior administrative duties,414,9,195950,195400,169050,222675
2019/2020,University of Waterloo,Males,939,12,164900,167650,109700,213575
2019/2020,University of Waterloo,Rank or level below assistant professor,237,-Inf,120350,118075,85425,156050
2019/2020,University of Western Ontario - Excluding medical and dental,All ranks combined (including deans),1002,30,154750,147675,102325,209550
2019/2020,University of Western Ontario - Excluding medical and dental,Assistant professor,204,12,124900,115975,93200,180400
2019/2020,University of Western Ontario - Excluding medical and dental,Associate professor,363,9,149950,143875,120075,191225
2019/2020,University of Western Ontario - Excluding medical and dental,Associate professor - With senior administrative duties,36,-Inf,168625,155800,143925,242525
2019/2020,University of Western Ontario - Excluding medical and dental,Associate professor - Without senior administrative duties,327,6,147825,140375,118575,180125
2019/2020,University of Western Ontario - Excluding medical and dental,Females,405,15,143800,139100,97775,191575
2019/2020,University of Western Ontario - Excluding medical and dental,Full professor,336,12,184125,173000,147050,238350
2019/2020,University of Western Ontario - Excluding medical and dental,Full professor - With senior administrative duties,36,6,191225,181325,156875,232300
2019/2020,University of Western Ontario - Excluding medical and dental,Full professor - Without senior administrative duties,300,6,183250,171950,146125,239600
2019/2020,University of Western Ontario - Excluding medical and dental,Males,597,15,162175,155550,109875,225000
2019/2020,University of Western Ontario - Excluding medical and dental,Rank or level below assistant professor,87,6,118450,106075,80475,190000
2019/2020,University of Western Ontario - Including medical and dental,All ranks combined (including deans),1206,30,155200,148050,105275,209050
2019/2020,University of Western Ontario - Including medical and dental,Assistant professor,258,15,124350,116200,93850,169475
2019/2020,University of Western Ontario - Including medical and dental,Associate professor,432,9,149400,143925,121525,179625
2019/2020,University of Western Ontario - Including medical and dental,Associate professor - With senior administrative duties,42,-Inf,169875,156150,144625,247950
2019/2020,University of Western Ontario - Including medical and dental,Associate professor - Without senior administrative duties,390,6,147225,141525,120075,171725
2019/2020,University of Western Ontario - Including medical and dental,Females,465,18,144175,139425,98700,191575
2019/2020,University of Western Ontario - Including medical and dental,Full professor,417,12,185325,173850,147675,237975
2019/2020,University of Western Ontario - Including medical and dental,Full professor - With senior administrative duties,45,6,196525,186025,159975,259750
2019/2020,University of Western Ontario - Including medical and dental,Full professor - Without senior administrative duties,372,6,183925,172500,146975,237575
2019/2020,University of Western Ontario - Including medical and dental,Males,741,12,162125,155125,111600,221675
2019/2020,University of Western Ontario - Including medical and dental,Rank or level below assistant professor,87,6,118775,106275,80600,189800
2019/2020,University of Windsor,All ranks combined (including deans),528,6,153875,153975,105100,195675
2019/2020,University of Windsor,Assistant professor,123,-Inf,113250,110625,97000,128350
2019/2020,University of Windsor,Associate professor,195,-Inf,151925,149925,134725,168350
2019/2020,University of Windsor,Associate professor - With senior administrative duties,24,-Inf,162425,163700,146450,185225
2019/2020,University of Windsor,Associate professor - Without senior administrative duties,174,-Inf,150400,149075,134525,166975
2019/2020,University of Windsor,Females,204,-Inf,145650,148900,104000,180200
2019/2020,University of Windsor,Full professor,186,9,181700,175375,156575,215850
2019/2020,University of Windsor,Full professor - With senior administrative duties,18,9,185750,175050,152675,244025
2019/2020,University of Windsor,Full professor - Without senior administrative duties,171,-Inf,181300,175550,156650,210875
2019/2020,University of Windsor,Males,324,-Inf,159075,159025,108050,205425
2019/2020,University of Windsor,Rank or level below assistant professor,12,-Inf,98825,97350,81950,120800
2019/2020,University of Winnipeg,All ranks combined (including deans),339,3,115750,112650,84325,158725
2019/2020,University of Winnipeg,Assistant professor,54,-Inf,92475,89600,81675,105500
2019/2020,University of Winnipeg,Associate professor,126,-Inf,114125,113900,99325,131600
2019/2020,University of Winnipeg,Associate professor - With senior administrative duties,15,-Inf,115175,113900,100525,137075
2019/2020,University of Winnipeg,Associate professor - Without senior administrative duties,111,-Inf,114000,113900,99325,131600
2019/2020,University of Winnipeg,Females,153,-Inf,112275,111900,81675,150400
2019/2020,University of Winnipeg,Full professor,87,6,145625,147200,120825,169700
2019/2020,University of Winnipeg,Full professor - With senior administrative duties,12,6,147975,147275,123800,169650
2019/2020,University of Winnipeg,Full professor - Without senior administrative duties,75,-Inf,145225,147200,120375,169700
2019/2020,University of Winnipeg,Males,186,-Inf,118625,112700,86900,163875
2019/2020,University of Winnipeg,Rank or level below assistant professor,66,-Inf,92400,93025,67725,111275
2019/2020,Vancouver Island University,All ranks combined (including deans),273,12,91925,94200,82200,94200
2019/2020,Vancouver Island University,Females,141,9,91300,94200,78850,94200
2019/2020,Vancouver Island University,Males,132,-Inf,92625,94200,88250,94200
2019/2020,Vancouver Island University,Other (not elsewhere classified),273,12,91925,94200,82200,94200
2019/2020,Wilfrid Laurier University,All ranks combined (including deans),552,-Inf,150025,150400,102850,194025
2019/2020,Wilfrid Laurier University,Assistant professor,84,-Inf,113300,112450,88350,141500
2019/2020,Wilfrid Laurier University,Associate professor,282,-Inf,150875,148825,124400,182025
2019/2020,Wilfrid Laurier University,Associate professor - With senior administrative duties,42,-Inf,152225,148775,131050,175625
2019/2020,Wilfrid Laurier University,Associate professor - Without senior administrative duties,240,-Inf,150625,148850,123325,183100
2019/2020,Wilfrid Laurier University,Females,246,-Inf,146800,147250,97275,191675
2019/2020,Wilfrid Laurier University,Full professor,138,9,178250,177875,152400,201650
2019/2020,Wilfrid Laurier University,Full professor - With senior administrative duties,18,12,186175,187850,157425,217575
2019/2020,Wilfrid Laurier University,Full professor - Without senior administrative duties,123,-Inf,177225,177125,151725,201375
2019/2020,Wilfrid Laurier University,Males,306,-Inf,152600,151975,109175,197000
2019/2020,Wilfrid Laurier University,Other (not elsewhere classified),3,-Inf,-Inf,-Inf,-Inf,-Inf
2019/2020,Wilfrid Laurier University,Rank or level below assistant professor,33,-Inf,100425,95850,84075,130150
2019/2020,York University,All ranks combined (including deans),1440,81,165725,162450,112000,218125
2019/2020,York University,Assistant professor,210,30,121350,115175,99675,156150
2019/2020,York University,Associate professor,696,27,163950,158825,133575,199125
2019/2020,York University,Associate professor - With senior administrative duties,165,6,167425,162150,138550,201300
2019/2020,York University,Associate professor - Without senior administrative duties,531,21,162875,158025,131550,199150
2019/2020,York University,Females,660,51,158075,158025,108325,201475
2019/2020,York University,Full professor,387,30,205475,193150,165675,267450
2019/2020,York University,Full professor - With senior administrative duties,72,9,204400,193875,162950,289150
2019/2020,York University,Full professor - Without senior administrative duties,315,21,205725,192850,166300,266700
2019/2020,York University,Males,780,30,172225,166825,114075,230575
2019/2020,York University,Rank or level below assistant professor,138,6,122700,114400,94925,170875
2019/2020,York University,Visiting Staff,-Inf,9,-Inf,-Inf,-Inf,-Inf
2020/2021,Athabasca University,All ranks combined (including deans),189,-Inf,124825,115900,87150,177325
2020/2021,Athabasca University,Assistant professor,45,-Inf,94300,95725,81425,100200
2020/2021,Athabasca University,Associate professor,66,6,126700,127475,99600,153675
2020/2021,Athabasca University,Associate professor - With senior administrative duties,18,6,132375,128250,108625,171250
2020/2021,Athabasca University,Associate professor - Without senior administrative duties,48,-Inf,124800,126775,99325,151975
2020/2021,Athabasca University,Females,93,-Inf,118025,104375,83250,174700
2020/2021,Athabasca University,Full professor,42,3,162700,162175,129075,188425
2020/2021,Athabasca University,Full professor - With senior administrative duties,12,-Inf,160800,159400,130350,188225
2020/2021,Athabasca University,Full professor - Without senior administrative duties,30,-Inf,163475,164550,127700,202875
2020/2021,Athabasca University,Males,96,-Inf,131450,127625,94325,178625
2020/2021,Athabasca University,Rank or level below assistant professor,30,-Inf,99050,100200,78700,114725
2020/2021,Brandon University,All ranks combined (including deans),189,-Inf,116750,109650,79350,165425
2020/2021,Brandon University,Assistant professor,48,-Inf,92150,91100,79350,105175
2020/2021,Brandon University,Associate professor,63,-Inf,117250,114825,103575,136625
2020/2021,Brandon University,Associate professor - With senior administrative duties,21,-Inf,117375,114825,104550,135725
2020/2021,Brandon University,Associate professor - Without senior administrative duties,42,-Inf,117200,114150,100650,136625
2020/2021,Brandon University,Females,105,-Inf,107125,105175,74300,151075
2020/2021,Brandon University,Full professor,51,-Inf,153250,158150,132675,165450
2020/2021,Brandon University,Full professor - With senior administrative duties,9,-Inf,153975,-Inf,-Inf,-Inf
